Timestamp, ProcCount, CPU_Total (%), Memory_Total (MB), Voltage (V), PIDs
2025-09-16 18:36:29, 5, 0.00, 46.35, 0.8130, "33030 33031 33032 33054 33056"
2025-09-16 18:36:30, 5, 0.00, 46.35, 0.9230, "33030 33031 33032 33078 33080"
2025-09-16 18:36:30, 5, 0.00, 46.35, 0.7200, "33030 33031 33032 33103 33105"
2025-09-16 18:36:31, 5, 6.70, 46.35, 0.7200, "33030 33031 33032 33128 33130"
2025-09-16 18:36:32, 5, 0.00, 46.35, 0.7200, "33030 33031 33032 33153 33155"
2025-09-16 18:36:32, 5, 100.00, 59.85, 0.9230, "33030 33031 33032 33181 33183"
2025-09-16 18:36:33, 5, 153.30, 115.35, 0.9230, "33030 33031 33032 33207 33209"
2025-09-16 18:36:34, 5, 153.30, 115.35, 0.9230, "33030 33031 33032 33232 33234"
2025-09-16 18:36:35, 5, 150.00, 115.85, 0.9230, "33030 33031 33032 33257 33259"
2025-09-16 18:36:35, 5, 143.80, 116.35, 0.9230, "33030 33031 33032 33282 33284"
2025-09-16 18:36:36, 5, 146.70, 116.35, 0.9230, "33030 33031 33032 33308 33310"
2025-09-16 18:36:37, 5, 146.70, 116.35, 0.9230, "33030 33031 33032 33333 33335"
2025-09-16 18:36:38, 5, 153.30, 116.35, 0.9230, "33030 33031 33032 33358 33360"
2025-09-16 18:36:38, 5, 160.00, 116.35, 0.9230, "33030 33031 33032 33382 33384"
2025-09-16 18:36:39, 5, 137.50, 116.35, 0.9230, "33030 33031 33032 33407 33409"
2025-09-16 18:36:40, 5, 153.30, 116.35, 0.9230, "33030 33031 33032 33432 33434"
2025-09-16 18:36:41, 5, 137.50, 116.35, 0.9230, "33030 33031 33032 33457 33459"
2025-09-16 18:36:41, 5, 146.70, 116.35, 0.9230, "33030 33031 33032 33482 33484"
2025-09-16 18:36:42, 5, 146.70, 116.35, 0.9230, "33030 33031 33032 33507 33509"
2025-09-16 18:36:43, 5, 153.30, 116.35, 0.9230, "33030 33031 33032 33532 33534"
2025-09-16 18:36:43, 5, 137.50, 116.35, 0.9230, "33030 33031 33032 33556 33558"
2025-09-16 18:36:44, 5, 160.00, 116.35, 0.9230, "33030 33031 33032 33581 33583"
2025-09-16 18:36:45, 5, 160.00, 116.35, 0.9230, "33030 33031 33032 33606 33608"
2025-09-16 18:36:46, 5, 153.30, 116.35, 0.9230, "33030 33031 33032 33631 33633"
2025-09-16 18:36:46, 5, 146.70, 116.35, 0.9230, "33030 33031 33032 33656 33658"
2025-09-16 18:36:47, 5, 143.80, 116.35, 0.9230, "33030 33031 33032 33681 33683"
2025-09-16 18:36:48, 5, 137.50, 116.35, 0.9230, "33030 33031 33032 33706 33708"
2025-09-16 18:36:49, 5, 146.70, 116.35, 0.9230, "33030 33031 33032 33731 33733"
2025-09-16 18:36:49, 5, 143.80, 116.35, 0.9230, "33030 33031 33032 33756 33758"
2025-09-16 18:36:50, 5, 137.50, 116.35, 0.9230, "33030 33031 33032 33781 33783"
2025-09-16 18:36:51, 5, 153.30, 116.35, 0.9230, "33030 33031 33032 33806 33808"
2025-09-16 18:36:52, 5, 153.30, 116.35, 0.9230, "33030 33031 33032 33831 33833"
2025-09-16 18:36:52, 5, 146.70, 116.35, 0.9230, "33030 33031 33032 33856 33858"
2025-09-16 18:36:53, 5, 140.00, 116.85, 0.9230, "33030 33031 33032 33881 33883"
2025-09-16 18:36:54, 5, 146.70, 116.85, 0.9230, "33030 33031 33032 33906 33908"
2025-09-16 18:36:55, 5, 143.80, 116.85, 0.9230, "33030 33031 33032 33931 33933"
2025-09-16 18:36:55, 5, 131.20, 116.85, 0.9230, "33030 33031 33032 33956 33958"
2025-09-16 18:36:56, 5, 140.00, 116.85, 0.9230, "33030 33031 33032 33981 33983"
2025-09-16 18:36:57, 5, 153.30, 116.85, 0.9230, "33030 33031 33032 34006 34008"
2025-09-16 18:36:57, 5, 143.80, 116.85, 0.9230, "33030 33031 33032 34031 34033"
2025-09-16 18:36:58, 5, 146.70, 116.85, 0.9230, "33030 33031 33032 34055 34057"
2025-09-16 18:36:59, 5, 140.00, 116.85, 0.9230, "33030 33031 33032 34080 34082"
2025-09-16 18:37:00, 5, 143.80, 116.85, 0.9230, "33030 33031 33032 34105 34107"
2025-09-16 18:37:00, 5, 146.70, 116.85, 0.9230, "33030 33031 33032 34131 34133"
2025-09-16 18:37:01, 5, 153.30, 117.35, 0.9230, "33030 33031 33032 34156 34158"
2025-09-16 18:37:02, 5, 137.50, 117.35, 0.9230, "33030 33031 33032 34181 34183"
2025-09-16 18:37:03, 5, 140.00, 117.35, 0.9230, "33030 33031 33032 34206 34208"
2025-09-16 18:37:03, 5, 153.30, 117.35, 0.9230, "33030 33031 33032 34230 34232"
2025-09-16 18:37:04, 5, 146.70, 117.35, 0.9230, "33030 33031 33032 34255 34257"
2025-09-16 18:37:05, 5, 137.50, 117.35, 0.9230, "33030 33031 33032 34280 34282"
2025-09-16 18:37:06, 5, 137.50, 117.35, 0.9230, "33030 33031 33032 34305 34307"
2025-09-16 18:37:06, 5, 146.70, 117.35, 0.9230, "33030 33031 33032 34330 34332"
2025-09-16 18:37:07, 5, 153.30, 117.35, 0.9230, "33030 33031 33032 34355 34357"
2025-09-16 18:37:08, 5, 146.70, 117.35, 0.9230, "33030 33031 33032 34380 34382"
2025-09-16 18:37:09, 5, 140.00, 117.35, 0.9230, "33030 33031 33032 34405 34407"
2025-09-16 18:37:09, 5, 146.70, 117.35, 0.9230, "33030 33031 33032 34430 34432"
2025-09-16 18:37:10, 5, 160.00, 117.35, 0.9230, "33030 33031 33032 34455 34457"
2025-09-16 18:37:11, 5, 143.80, 117.35, 0.9230, "33030 33031 33032 34480 34482"
2025-09-16 18:37:11, 5, 166.70, 117.35, 0.9230, "33030 33031 33032 34505 34507"
2025-09-16 18:37:12, 5, 137.50, 117.35, 0.9230, "33030 33031 33032 34530 34532"
2025-09-16 18:37:13, 5, 153.30, 117.35, 0.9230, "33030 33031 33032 34555 34557"
2025-09-16 18:37:14, 5, 153.30, 117.35, 0.9230, "33030 33031 33032 34580 34582"
2025-09-16 18:37:14, 5, 143.80, 117.35, 0.9230, "33030 33031 33032 34605 34607"
2025-09-16 18:37:15, 5, 137.50, 117.35, 0.9230, "33030 33031 33032 34630 34632"
2025-09-16 18:37:16, 5, 131.20, 117.35, 0.9230, "33030 33031 33032 34655 34657"
2025-09-16 18:37:17, 5, 146.70, 117.35, 0.9230, "33030 33031 33032 34680 34682"
2025-09-16 18:37:17, 5, 153.30, 117.35, 0.9230, "33030 33031 33032 34705 34707"
2025-09-16 18:37:18, 5, 140.00, 117.35, 0.9230, "33030 33031 33032 34730 34732"
2025-09-16 18:37:19, 5, 153.30, 117.35, 0.9230, "33030 33031 33032 34755 34757"
2025-09-16 18:37:20, 5, 146.70, 117.35, 0.9230, "33030 33031 33032 34780 34782"
2025-09-16 18:37:20, 5, 137.50, 117.35, 0.9230, "33030 33031 33032 34805 34807"
2025-09-16 18:37:21, 5, 137.50, 117.35, 0.9230, "33030 33031 33032 34830 34832"
2025-09-16 18:37:22, 5, 146.70, 117.35, 0.9230, "33030 33031 33032 34855 34857"
2025-09-16 18:37:23, 5, 153.30, 117.35, 0.9230, "33030 33031 33032 34880 34882"
2025-09-16 18:37:23, 5, 153.30, 117.35, 0.9230, "33030 33031 33032 34904 34906"
2025-09-16 18:37:24, 5, 153.30, 117.35, 0.9230, "33030 33031 33032 34929 34931"
2025-09-16 18:37:25, 5, 146.70, 117.35, 0.9230, "33030 33031 33032 34954 34956"
2025-09-16 18:37:25, 5, 153.30, 117.35, 0.9230, "33030 33031 33032 34979 34981"
2025-09-16 18:37:26, 5, 143.80, 117.35, 0.9230, "33030 33031 33032 35004 35006"
2025-09-16 18:37:27, 5, 153.30, 117.35, 0.9230, "33030 33031 33032 35029 35031"
2025-09-16 18:37:28, 5, 140.00, 117.35, 0.9230, "33030 33031 33032 35054 35056"
2025-09-16 18:37:28, 5, 146.70, 117.35, 0.9230, "33030 33031 33032 35078 35080"
2025-09-16 18:37:29, 5, 146.70, 117.35, 0.9230, "33030 33031 33032 35103 35105"
2025-09-16 18:37:30, 5, 153.30, 117.35, 0.9230, "33030 33031 33032 35128 35130"
2025-09-16 18:37:31, 5, 137.50, 117.35, 0.9230, "33030 33031 33032 35153 35155"
2025-09-16 18:37:31, 5, 153.30, 117.35, 0.9230, "33030 33031 33032 35178 35180"
